url,type,domain,severity_rank
http://mahshov.com/index.php?option=com_content&view=article&id=21&Itemid=19,defacement,mahshov.com,Medium High
http://rendeck.com/index.php/en/services/consultancy/joint-technology-selection,defacement,rendeck.com,Medium High
http://www.musimagen.com/index.php?option=com_content&view=category&layout=blog&id=1&Itemid=30&limitstart=20,defacement,musimagen.com,Medium High
http://www.qrscelltech.com/de/component/content/article/44-qrs-fuer-leistungsorientierte-menschen?tmpl=component&print=1&page=,defacement,qrscelltech.com,Medium High
http://www.thetunes.nl/tour/details/5-koninginnedag-2010,defacement,thetunes.nl,Medium High
http://www.identcode.cz/cs/laserove-snimace-stacionarni.php,defacement,identcode.cz,Medium High
http://anvari.co/index.php?option=com_morfeoshow&task=view&gallery=3&Itemid=683,defacement,anvari.co,Medium High
http://www.cannonvaleautopro.com.au/tools.html,defacement,cannonvaleautopro.com.au,Medium High
http://www.mariettachurchofgod.com/get-connected/missionsmarietta.html,defacement,mariettachurchofgod.com,Medium High
http://diddydeshi.com/latest-news/2-latest-news/261-speech-given-at-october-main-grading.html,defacement,diddydeshi.com,Medium High
http://www.bissfest-marburg.de/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5iaXNzZmVzdC1tYXJidXJnLmRlL3Rlcm1pbmUuaHRtbA==,defacement,bissfest-marburg.de,Medium High
http://www.natureevent.dk/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5uYXR1cmVldmVudC5kay9ha3Rpdml0ZXRlci5odG1s,defacement,natureevent.dk,Medium High
http://zeitfeist.de/youtube/91-hip-hop/631-kool-savas-der-beste-tag-meines-lebens.html,defacement,zeitfeist.de,Medium High
http://sladkiybuket.net/index.php?page=shop.product_details&category_id=4&flypage=flypage_lite_pdf.tpl&product_id=37&option=com_virtuemart&Itemid=55,defacement,sladkiybuket.net,Medium High
http://www.tpsofficefurniture.co.uk/reception-waiting-room.1,defacement,tpsofficefurniture.co.uk,Medium High
http://www.sklep-splawik.pl/index.php?option=com_content&view=article&id=17:pokaz-maver-2010&catid=7:pokazy-sprztu&Itemid=13,defacement,sklep-splawik.pl,Medium High
http://www.tirs-online.de/aktionen/demos-a-kundgebungen/312-aktionstage-gegen-den-versuchstierhandel-durch-klm-air-france,defacement,tirs-online.de,Medium High
http://www.latablepaysanne.fr/index.php?option=com_content&view=frontpage&Itemid=12,defacement,latablepaysanne.fr,Medium High
http://www.mgth.fi/etusivu-ryhmaen-artikkelit/36-uutiset-ajankohtaista/81-verkkokauppa-avattu,defacement,mgth.fi,Medium High
http://www.lescoulissesdetanger.com/galeriesmusees,defacement,lescoulissesdetanger.com,Medium High
http://www.egejewelry.com/index.php?option=com_rsgallery2&page=inline&gid=1&limit=1&limitstart=12,defacement,egejewelry.com,Medium High
http://www.akmediaproductions.ca/index.php?option=com_content&view=article&id=53:custom-templates&catid=36:web-development&Itemid=71,defacement,akmediaproductions.ca,Medium High
http://www.cuxhaven.cc/index.php?option=com_flippingbook&view=book&id=6&page=12&Itemid=67,defacement,cuxhaven.cc,Medium High
http://annviviskennel.net/index.php?option=com_content&view=article&id=56&Itemid=79,defacement,annviviskennel.net,Medium High
http://yyydy.com/a/bjl/index.html,defacement,yyydy.com,Medium High
http://www.mo-priv.ru/index.php?option=com_content&view=article&id=838:2012-02-20-05-31-23&catid=39:2010-03-31-18-10-44&Itemid=62,defacement,mo-priv.ru,Medium High
http://www.shaborooz.ir/index.php?option=com_contact&view=contact&id=1&Itemid=3,defacement,shaborooz.ir,Medium High
http://www.dtcbv.nl/component/virtuemart/index.html?page=shop.browse&category_id=71,defacement,dtcbv.nl,Medium High
http://www.qmcweb.com.br/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=10&catids=38|34&Itemid=1&lang=pt,defacement,qmcweb.com.br,Medium High
http://www.real-house.nl/home/169-news-scene/964-the-calling-of-defected.html?tmpl=component&print=1&page=,defacement,real-house.nl,Medium High
http://www.kristall-zell.at/index.php/nl/preise/winter.html,defacement,kristall-zell.at,Medium High
http://www.ondrejov.cz/programy/uzavrena-skupina,defacement,ondrejov.cz,Medium High
http://www.romanovski.se/art/performances/3-performances/25-tomato-peel-with-hiroko-tsuchimoto-2011-pori,defacement,romanovski.se,Medium High
http://engine32truck16.com/component/content/article/87-anacostia-house.html,defacement,engine32truck16.com,Medium High
http://www.gottadanceonline.com/index.php/login?task=lostPassword,defacement,gottadanceonline.com,Medium High
http://onlineigri.net/all-games/igri-s-koli,defacement,onlineigri.net,Medium High
http://www.jnpiraq.net/index.php?option=com_content&view=article&id=507:2010-02-08-08-46-15&catid=7:2009-02-14-18-17-11&Itemid=12,defacement,jnpiraq.net,Medium High
http://r-tuning.com.ua/index.php?option=com_virtuemart&page=shop.browse&category_id=420&Itemid=1,defacement,r-tuning.com.ua,Medium High
http://tuvanbatdongsan.vn/Tu-van-phong-thuy/index.html,defacement,tuvanbatdongsan.vn,Medium High
http://svadebny.com/x.txt,defacement,svadebny.com,Medium High
http://www.mueblesjoval.cl/index.php?option=com_morfeoshow&task=view&gallery=77&Itemid=62,defacement,mueblesjoval.cl,Medium High
http://www.daytonaelectronics.co.za/index.php?option=com_content&view=article&id=47&Itemid=54,defacement,daytonaelectronics.co.za,Medium High
http://www.sertex.com.br/index.html?page_id=7,defacement,sertex.com.br,Medium High
http://www.ijsbaanapeldoorn.nl/fotos-videos.html?vsig4_0=18&vsig4_1=2,defacement,ijsbaanapeldoorn.nl,Medium High
http://www.coopsalsipuedes.com.ar/index.php?view=article&catid=43:cultura&id=23:complejo-cultural-ancon&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=53,defacement,coopsalsipuedes.com.ar,Medium High
http://www.easylivinggreenproducts.com.au/shop.html?page=shop.product_details&category_id=41&flypage=flypage.tpl&product_id=93,defacement,easylivinggreenproducts.com.au,Medium High
http://bjdfbh.com/Item/Show.asp?m=1&d=1048,defacement,bjdfbh.com,Medium High
http://sfhhz.com/channels/138.html,defacement,sfhhz.com,Medium High
http://www.khack.be/index.php?option=com_content&view=article&id=12&Itemid=9,defacement,khack.be,Medium High
http://www.tvsk.com.au/index.php,defacement,tvsk.com.au,Medium High
http://www.ekino-neureut.de/index.php?option=com_phocagallery&view=detail&catid=32:kindergottesdienst-engel-2&id=1919:1001765&tmpl=component&Itemid=49,defacement,ekino-neureut.de,Medium High
http://www.nabu-gaildorf.de/index.php?option=com_search&Itemid=5,defacement,nabu-gaildorf.de,Medium High
http://www.lgk-luzern.ch/index.php?option=com_content&view=article&id=14&Itemid=57,defacement,lgk-luzern.ch,Medium High
http://www.botoxina.com/index.php?view=article&id=81:b0toxina-injectable-b&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=105&lang=en,defacement,botoxina.com,Medium High
http://bathurstbaptist.org.au/home/contact-us/8/14-young-adults-enquiries.html,defacement,bathurstbaptist.org.au,Medium High
http://zshsq.com/news/html/index.html?429.html,defacement,zshsq.com,Medium High
http://www.verall.com.pl/sieci-radiowe-wlan.html,defacement,verall.com.pl,Medium High
http://www.sanpedrolee.com.ar/index.php?option=com_content&view=article&id=49&Itemid=70,defacement,sanpedrolee.com.ar,Medium High
http://kreuzleger.net/de.html?el_mcal_month=1&el_mcal_year=2013,defacement,kreuzleger.net,Medium High
http://www.beriva.lt/index.html?di=akcijos&R=1&iid=602416,defacement,beriva.lt,Medium High
http://www.gruendungsberater-steuerberater.de/index.php?option=com_content&view=article&id=7&Itemid=7,defacement,gruendungsberater-steuerberater.de,Medium High
http://apoiojur.com.br/index.php,defacement,apoiojur.com.br,Medium High
http://opttoys24.ru/index.php?option=com_user&view=register,defacement,opttoys24.ru,Medium High
http://dienlanhvn.com/index.php/lien-h.html,defacement,dienlanhvn.com,Medium High
http://wijzijnnietgevaarlijk.nl/baasjes/85-linda/profile.html,defacement,wijzijnnietgevaarlijk.nl,Medium High
http://www.nephotography.com.au/galleries/index.php?do=registry,defacement,nephotography.com.au,Medium High
http://www.fulig.com.br/index.php?option=com_content&view=article&id=6&Itemid=6&lang=en,defacement,fulig.com.br,Medium High
http://jcmt.nl/en/sitemap,defacement,jcmt.nl,Medium High
http://rus-master.com/\321%80ะตะผะพะฝ\321%82ะฝ\321%8Bะต-\321%80ะฐะฑะพ\321%82\321%8B/52-ะดะธะทะฐะนะฝ-ะบ\321%83\321%85ะฝะธ-ะฒะฐะฝะฝะพะน-ะบะพะผะฝะฐ\321%82\321%8B.html,defacement,rus-master.com,Medium High
http://www.suiteorchestra.it/index.php?option=com_content&view=article&id=64:pianoforte-e-basso&catid=38:rokstories&lang=it&Itemid=,defacement,suiteorchestra.it,Medium High
http://www.ambiani.nl/diensten/vergaderruimte-brabant/70-huwelijksfeest-brabant.html,defacement,ambiani.nl,Medium High
http://www.tochnogopvakantie.nl/reizen/Nederland/Nederland/Kort+(tot+1+week).html,defacement,tochnogopvakantie.nl,Medium High
http://www.kenltd.com/index.php?option=com_content&view=article&id=54&Itemid=69&lang=en,defacement,kenltd.com,Medium High
http://www.food-nrw.de/index.php/forum/257-forum-nachhaltigkeit-in-der-ernaehrungsindustrie-am-28112012,defacement,food-nrw.de,Medium High
http://mlcdigital.com/index.php?view=article&id=44:welcome-to-mlc-digital&tmpl=component&print=1&page=,defacement,mlcdigital.com,Medium High
http://www.versverwerktegroenten.nl/gezondheid/oorzaken-lage-consumptie.html?page=gezondheid%2Foorzaken-lage-consumptie,defacement,versverwerktegroenten.nl,Medium High
http://www.umeataxi.se/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy51bWVhdGF4aS5zZS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD00NDpoeWJyaWRiaWxhcg==,defacement,umeataxi.se,Medium High
http://www.hjlaw.biz/index.php?option=com_user&view=remind,defacement,hjlaw.biz,Medium High
http://jamminkidsweston.com/our-blog/how-to-learn-to-play-piano-before-the-holidays.html,defacement,jamminkidsweston.com,Medium High
http://www.koenigsbacher-biergarten.de/cmx/index.php?option=com_mailto&tmpl=component&link=d13b686621cded856309f5b7690e6850817c2105,defacement,koenigsbacher-biergarten.de,Medium High
http://www.slaviacapital.cz/tlacove-spravy-eng/slavia-capital-sold-shares-of-investbanka-skopje,defacement,slaviacapital.cz,Medium High
http://www.windwolke.de/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy53aW5kd29sa2UuZGUvaW5kZXgucGhwP29wdGlvbj1jb21fY29udGVudCZ2aWV3PWFydGljbGUmaWQ9Mjpkb21haW4td2luZHdvbGtlJmNhdGlkPTM6YmxvZyZJdGVtaWQ9Ng==,defacement,windwolke.de,Medium High
http://www.umeataxi.se/index.html,defacement,umeataxi.se,Medium High
http://www.prefina.it/notizie/notizie-generali/51-unifidi-garanzia-sugli-investimenti-materiali-immateriali-e-formazione-di-scorte.html?tmpl=component&print=1&layout=default&page=,defacement,prefina.it,Medium High
http://www.domusviatoris.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5kb211c3ZpYXRvcmlzLmNvbS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9rMiZ2aWV3PWl0ZW0maWQ9ODI6bGl4bzItYWxvamFtaWVudG9jYWxpZGFkJkl0ZW1pZD0xMQ==,defacement,domusviatoris.com,Medium High
http://www.wxlottery.com/news/201212/285590.html,defacement,wxlottery.com,Medium High
http://www.borg4x4.org/index.php?option=com_jcalpro&Itemid=61&extmode=view&extid=18,defacement,borg4x4.org,Medium High
http://www.centercamping.com.br/index.php?option=com_ckforms&task=captcha&sid=c4ce9d9bffcf8ba3357da92fd49c2457,defacement,centercamping.com.br,Medium High
http://www.spirit-house.de/index.php?option=com_content&view=category&id=11&Itemid=6,defacement,spirit-house.de,Medium High
http://www.enventureonline.com/services/enterprise-data-management/consulting-services.html,defacement,enventureonline.com,Medium High
http://www.sceg.ir/sanyeh-soft/civil-soft.html,defacement,sceg.ir,Medium High
http://winkerdecoracion.com/index.php?page=shop.browse&category_id=151&option=com_virtuemart&Itemid=29,defacement,winkerdecoracion.com,Medium High
http://www.kulgupuit.ee/index.php?option=com_phocagallery&view=detail&catid=2:foto&id=41:foto-7&tmpl=component&Itemid=5&lang=ru,defacement,kulgupuit.ee,Medium High
http://www.alorenademalaga.com/index.php/denominacion-de-origen/objetivos,defacement,alorenademalaga.com,Medium High
http://football-euro.net/kluby-rossii/373-rabota-rossijskix-futbolnyx-arbitrov-neudovletvoritelna-po-czelomu-ryadu-prichin.html,defacement,football-euro.net,Medium High
http://www.fjpengfei.com/picshow.asp?id=31&mnid=5074&classname=\320\373\264\253\273\255\262\341&banner=2,defacement,fjpengfei.com,Medium High
http://www.djemanshy.md/photo/category/9.html,defacement,djemanshy.md,Medium High
http://www.hhp.fi/index.php?option=com_rsgallery2&page=slideshow&gid=6,defacement,hhp.fi,Medium High
http://applicationforschengenvisa.com/index.php,defacement,applicationforschengenvisa.com,Medium High
http://www.fitnessequipmentworldok.com/exercise-bikes?page=shop.product_details&flypage=flypage.tpl&category_id=7&product_id=34,defacement,fitnessequipmentworldok.com,Medium High
http://djsipke.nl/foto-album/6-sint-nykstermerke/detail/327-img1694.html?tmpl=component,defacement,djsipke.nl,Medium High
http://www.bishopstrings.com/violin-bows/ยฃ300-ยฃ1500/index.html,defacement,bishopstrings.com,Medium High
http://synaptixcommunications.com/index.php?%2FShowcase%2Fsimple-and-clear-educating-the-market%2FPrint.html,defacement,synaptixcommunications.com,Medium High
idservicetelsmsmmssfr.000webhostapp.com,phishing,000webhostapp.com,Medium
br-icloud.com.br,phishing,br-icloud.com.br,Medium
bursakombiservisi.web.tr,phishing,bursakombiservisi.web.tr,Medium
signin.eby.de.zukruygxctzmmqi.civpro.co.za,phishing,civpro.co.za,Medium
http://www.lappiramis.hu/wordpress/wp-content/themes/twentyeleven/inc/images/index.htm,phishing,lappiramis.hu,Medium
http://www.marketingbyinternet.com/mo/e56508df639f6ce7d55c81ee3fcd5ba8/,phishing,marketingbyinternet.com,Medium
starpacintl.com,phishing,starpacintl.com,Medium
https://docs.google.com/spreadsheet/viewform?formkey=dGg2Z1lCUHlSdjllTVNRUW50TFIzSkE6MQ,phishing,google.com,Medium
http://www.hippapi.org/test/itunes.login/WebObjects/iTunesConnect.html,phishing,hippapi.org,Medium
retajconsultancy.com,phishing,retajconsultancy.com,Medium
inobediencetohim.com.au,phishing,inobediencetohim.com.au,Medium
http://www.martin-busker.de/administrator/help/en-GB/css/Facture/c4d12146ebce8e1684d3542308399779/8fa39dab95edb1b676b638a672278eae/particuliers-45636.php,phishing,martin-busker.de,Medium
http://habbomoedasgeraa.blogspot.com/,phishing,blogspot.com,Medium
alexpay2.beget.tech,phishing,beget.tech,Medium
sixgoody.com,phishing,sixgoody.com,Medium
facebook.unitedcolleges.net,phishing,unitedcolleges.net,Medium
account-security-centre20181712.000webhostapp.com,phishing,000webhostapp.com,Medium
http://www.bimabn.com/1-configurazione-supporto-apple.store-contatta/c/Apple-id/3d465e25b47e6bc23ae55f5de40e1bb1/,phishing,bimabn.com,Medium
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify9.eu-id3.net/identify-customer=7gqIFbqj8arzSIQO5462DGWSCYDxgFcMXV0VVmRocB9YDXSVIl1eZXQ59t7hONf6Cy0nMNK3AXoC9tBGK0a7HH4hMrD16GBsW593/,phishing,eu-id3.net,Medium
halkbankparaf-para.com,phishing,halkbankparaf-para.com,Medium
scr-paypal.co.uk,phishing,scr-paypal.co.uk,Medium
http://www.designeremdoces.com/components/com_contact/ggdrives/,phishing,designeremdoces.com,Medium
toctok.com.mx,phishing,toctok.com.mx,Medium
roverslands.net,phishing,roverslands.net,Medium
http://www.naylorantiques.com/MRR%20Uhzs/twGEShRCGGSDAMSWUtjTUgyUIvxFqOEJwHa/,phishing,naylorantiques.com,Medium
corporacionrossenditotours.com,phishing,corporacionrossenditotours.com,Medium
http://pastehtml.com/view/bfzi0ah2a.html,phishing,pastehtml.com,Medium
http://drive-google-com.fanalav.com/6a7ec96d6a4b8b887e9f9ace81b40a99/,phishing,fanalav.com,Medium
http://mikteks.biz/S7XIde/webscr_prim.php?bWlrdGVrcy5iaXo=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MDkxODc4OA==,phishing,mikteks.biz,Medium
detkreimeier-fotografie.de,phishing,detkreimeier-fotografie.de,Medium
facebook.jolims.tk,phishing,jolims.tk,Medium
info-pages.000webhostapp.com,phishing,000webhostapp.com,Medium
contatocliente-sac.com.br,phishing,contatocliente-sac.com.br,Medium
myptccash.com,phishing,myptccash.com,Medium
http://www.itfindia.org/confirmation-account/c85652703f710065c1255aa03a9aefae/53ca17bd02579e9464e40735557fdfeb/login.php,phishing,itfindia.org,Medium
citiprepaid-salarysea-at.tk,phishing,citiprepaid-salarysea-at.tk,Medium
holographiccocoon.com,phishing,holographiccocoon.com,Medium
http://www.smc-images.co.uk/images/index_hvoda_2311_10.html,phishing,smc-images.co.uk,Medium
emergencybriefing.info,phishing,emergencybriefing.info,Medium
appieid-enable.com,phishing,appieid-enable.com,Medium
wisdomhomeloans.com.au,phishing,wisdomhomeloans.com.au,Medium
autopostoajax.com.br,phishing,autopostoajax.com.br,Medium
peregrine.igg.biz,phishing,igg.biz,Medium
muhanovabeauty.ru,phishing,muhanovabeauty.ru,Medium
insidelocation.ga,phishing,insidelocation.ga,Medium
rcarpe95.beget.tech,phishing,beget.tech,Medium
newyors.com,phishing,newyors.com,Medium
http://fb.com.accounts.login.userid.343441.fbsbk.com/,phishing,fbsbk.com,Medium
http://us.diablo.net.login.xml.sc-ueo.in/login.html,phishing,sc-ueo.in,Medium
titaniumcorporate.co.za,phishing,titaniumcorporate.co.za,Medium
gojukarate.biz,phishing,gojukarate.biz,Medium
sydsarthaus.com,phishing,sydsarthaus.com,Medium
prosdyuqnsdwxm.intend-incredible.ru,phishing,intend-incredible.ru,Medium
http://icomtec.com.my/westpac.au/login.westpac.au/update.billing/information/westpac.au/index.html,phishing,icomtec.com.my,Medium
oregoncraftsmanllc.com,phishing,oregoncraftsmanllc.com,Medium
afugowe.com,phishing,afugowe.com,Medium
http://skat-vviztmhc.pepespizza.com/skat.dk/personlige-oplysninger.html,phishing,pepespizza.com,Medium
ammmmazonm.temp.swtest.ru,phishing,swtest.ru,Medium
http://creditmaster.eu/7416077659/241250503/,phishing,creditmaster.eu,Medium
http://www.naylorantiques.com/d0y_qx_6_l_6hqo_ewkbketxbu1u7oy10gmkyfrgwnm8llrdhlxcps_ale1_d9b6mij__8tja_b1t__hke2i6dv4xmv0f1fr24/i5_mlqfp_znd5_khgrrgbwjyv__q6gz1yve5hq7agfj3o_pt8awujg9vuy1__d7hqr8yt42n__luu_hep_1et_dlku4_0f1_5_o/QDCHOZ0LZW.php,phishing,naylorantiques.com,Medium
http://distrimarsanitarios.soydg.com/wp-content/themes/jay/178bccdcc72168f6eaeec8c4b3b336fe/,phishing,soydg.com,Medium
http://pastehtml.com/view/b2i243gkw.html,phishing,pastehtml.com,Medium
servericer.wellsfarg0t.com.aquisites.net,phishing,aquisites.net,Medium
info-online-account.net,phishing,info-online-account.net,Medium
sitedefesta.com,phishing,sitedefesta.com,Medium
http://www.ksra.ca/form/use/verify/form1.html,phishing,ksra.ca,Medium
yikesprospho.com.gridhosted.co.uk,phishing,gridhosted.co.uk,Medium
nihahaw5.beget.tech,phishing,beget.tech,Medium
http://pastehtml.com/view/bfza8l1z0.html,phishing,pastehtml.com,Medium
waterviewdistillery.com,phishing,waterviewdistillery.com,Medium
jmdphysiotronic.in,phishing,jmdphysiotronic.in,Medium
prodenk-sanierung.de,phishing,prodenk-sanierung.de,Medium
copcusco.ml,phishing,copcusco.ml,Medium
smarticullties.com,phishing,smarticullties.com,Medium
checkstorenow.ml,phishing,checkstorenow.ml,Medium
diego-fc.com,phishing,diego-fc.com,Medium
aklgammabeta.com/,benign,aklgammabeta.com,Low
mp3raid.com/music/krizz_kaliko.html,benign,mp3raid.com,Low
beaconforchange.com/municipalteam.html,benign,beaconforchange.com,Low
bopsecrets.org/rexroth/cr/1.htm,benign,bopsecrets.org,Low
movi.ca/actor-first/Paul/,benign,movi.ca,Low
http://buzzfil.net/m/show-art/ils-etaient-loin-de-s-imaginer-que-le-hibou-allait-faire-ceci-quand-ils-filmaient-2.html,benign,buzzfil.net,Low
http://thenextweb.com/in/2014/11/13/uber-introduces-paytm-digital-wallet-payments-india-response-new-e-commerce-ruling/,benign,thenextweb.com,Low
espn.go.com/nba/player/_/id/3457/brandon-rush,benign,go.com,Low
mixedmartialarts.com/mma.cfm?go=blogs.Detail&gid=28490,benign,mixedmartialarts.com,Low
yourbittorrent.com/?q=anthony-hamilton-soulife,benign,yourbittorrent.com,Low
healthgrades.com/group-directory/minnesota-mn/le-center/le-sueur-county-mental-health-svs-b82a27b9,benign,healthgrades.com,Low
allmusic.com/album/crazy-from-the-heat-r16990,benign,allmusic.com,Low
http://mic.com/articles/89573/12-biggest-lies-we-re-told-in-college-graduation-speeches,benign,mic.com,Low
corporationwiki.com/Ohio/Columbus/frank-s-benson-P3333917.aspx,benign,corporationwiki.com,Low
catalog.ccclib.org/,benign,ccclib.org,Low
myspace.com/video/vid/30602581,benign,myspace.com,Low
blog.sfgate.com/inoakland/2011/07/04/cyclist-reported-missing-in-oaklandberkeley-hills/,benign,sfgate.com,Low
quickfacts.census.gov/qfd/maps/iowa_map.html,benign,census.gov,Low
cityunionmission.org/about/partners/fiorellas-jack-stack-barbecue,benign,cityunionmission.org,Low
nugget.ca/ArticleDisplay.aspx?archive=true&e=1160966,benign,nugget.ca,Low
brookislandrecords.com/,benign,brookislandrecords.com,Low
uk.linkedin.com/pub/steve-rubenstein/8/718/755,benign,linkedin.com,Low
people.famouswhy.com/peter_mitchell/,benign,famouswhy.com,Low
baseball-reference.com/players/h/harrige01.shtml,benign,baseball-reference.com,Low
youtube.com/watch?v=39d3WECNSSA,benign,youtube.com,Low
192.com/atoz/people/oakley/patrick/,benign,192.com,Low
abebooks.com/book-search/title/five-roses-cook-book/,benign,abebooks.com,Low
nytimes.com/1998/03/29/style/cuttings-oh-that-brazen-raucous-glorious-hibiscus.html,benign,nytimes.com,Low
articles.sfgate.com/2011-06-11/opinion/29645960_1_chauncey-bailey-project-bakery-handyman-antoine-mackey,benign,sfgate.com,Low
escholarship.org/uc/item/5xt4952c,benign,escholarship.org,Low
kalispellchristiancenter.org/team_bishop.html,benign,kalispellchristiancenter.org,Low
songfacts.com/detail.php?id=13410,benign,songfacts.com,Low
utahutes.cstv.com/sports/w-gym/mtt/damianova_nansy02.html,benign,cstv.com,Low
casamanana.org/education/blba/,benign,casamanana.org,Low
la.findacase.com/research/wfrmDocViewer.aspx/xq/fac/SAC/LA/1995/19951215_0003029.LA.htm/qx,benign,findacase.com,Low
http://hollywoodlife.com/2014/05/01/rihanna-iheartradio-music-awards-dress-2014-pics/,benign,hollywoodlife.com,Low
beijingairlinetickets.com/,benign,beijingairlinetickets.com,Low
en.wikipedia.org/wiki/North_Dakota,benign,wikipedia.org,Low
uncyclopedia.wikia.com/wiki/Gilles_Duceppe,benign,wikia.com,Low
soaps.sheknows.com/daysofourlives/news/id/20259/Days_Of_Our_Lives_Casts_Ruta_Lee/,benign,sheknows.com,Low
whosdatedwho.com/sections/celebrities/first-name/Jeff,benign,whosdatedwho.com,Low
perfectpeople.net/celebrity-star/6920/gidget-gein.htm,benign,perfectpeople.net,Low
dibussi.com/2010/10/unpacking-a-chinese-companys-land-grab-in-cameroon.html,benign,dibussi.com,Low
media.caltech.edu/press_releases/13186,benign,caltech.edu,Low
missouriwrestling.com/news.php?recordID=300,benign,missouriwrestling.com,Low
wikiobits.com/Obits/TonyProudfoot,benign,wikiobits.com,Low
amazon.com/Cherry-Falls-Terror-Brittany-Murphy/dp/B000056PXL,benign,amazon.com,Low
vanderbilt.rivals.com/viewcoach.asp?coach=2079&sport=1&year=2011,benign,rivals.com,Low
https://hollywoodlife.com/2015/05/14/new-york-rangers-beat-washington-capitals-overtime-game-7-fan-reaction/,benign,hollywoodlife.com,Low
movies.yahoo.com/shop?d=hv&cf=info&id=1800340831,benign,yahoo.com,Low
worldtimezone.net/time/wtzstandard.php?listsw=namerica&sorttb=CountryID,benign,worldtimezone.net,Low
cyndislist.com/us/pa/counties,benign,cyndislist.com,Low
blueslyrics.tripod.com/artistswithsongs/jimmy_reed_2.htm,benign,tripod.com,Low
psychology.wikia.com/wiki/Phonemes,benign,wikia.com,Low
en.wikipedia.org/wiki/Category:County_seats_in_Pennsylvania,benign,wikipedia.org,Low
info.centriq.com/content/fivereasons,benign,centriq.com,Low
ca.local.yahoo.com/results?stx=bibliotheque&csz=St-Bruno-de-Montarville%2C%20QC,benign,yahoo.com,Low
articles.baltimoresun.com/1991-06-11/sports/1991162162_1_james-koehler-texas-rangers-terrell-lowery,benign,baltimoresun.com,Low
en.wikipedia.org/wiki/Honor%C3%A9_Mercier,benign,wikipedia.org,Low
infinitysw.com/,benign,infinitysw.com,Low
mp3raid.com/music/justin_mcroberts.html,benign,mp3raid.com,Low
strawberrycreekgardens.com/,benign,strawberrycreekgardens.com,Low
agrimonia.info/,benign,agrimonia.info,Low
spoke.com/dir/p/desantis/nick,benign,spoke.com,Low
big-game-hunting-usa.com/,benign,big-game-hunting-usa.com,Low
wordsmith.org/words/pignus.html,benign,wordsmith.org,Low
californiazones.net/login.asp,benign,californiazones.net,Low
http://interpark.com/displaycorner/FreeMarket.do?_method=itemCateList&free1=pc&free2=007001008003&free3=item&disp_no=007001008003,benign,interpark.com,Low
en.wikipedia.org/wiki/Marcus_Moore,benign,wikipedia.org,Low
almanac.logos.com/Denominations,benign,logos.com,Low
maritimeupdates.com/index.php?option=com_content&amp;task=view&amp;id=38724&amp;Itemid=69,benign,maritimeupdates.com,Low
gaming.wikia.com/wiki/Backbreaker_(video_game),benign,wikia.com,Low
huffingtonpost.com/2011/05/20/big-ten-athletes_n_864982.html,benign,huffingtonpost.com,Low
ceu.hu/,benign,ceu.hu,Low
maryvilleac.web139.discountasp.net/subpages.asp?id=28&parentid=6,benign,discountasp.net,Low
registry.weddingchannel.com/coupledir/20108/C/R314763282/JARED_CLOUGH_AND_TAJAI_RITCHIE.htm,benign,weddingchannel.com,Low
legacy.com/guestbook/washingtonpost/guestbook.aspx?n=michael-anthony-jordan&pid=16394973&page=2,benign,legacy.com,Low
linkedin.com/pub/george-cleveland/7/80a/599,benign,linkedin.com,Low
chuckhawks.com/45Colt.htm,benign,chuckhawks.com,Low
sunshinemills.com/,benign,sunshinemills.com,Low
allaboutjazz.com/php/musician.php?id=7574,benign,allaboutjazz.com,Low
agoda.com/north_america/canada/montreal_qc/attractions/hotels_near_mcgill_university_centre_for_continuing_education.html,benign,agoda.com,Low
lincolnchristian.edu/Seminary/,benign,lincolnchristian.edu,Low
ctv.ca/generic/WebSpecials/sponsorship_scandal/,benign,ctv.ca,Low
yangamat.com/?p=1865,benign,yangamat.com,Low
veoox.com/tags/game.html,benign,veoox.com,Low
mymindseye.com/,benign,mymindseye.com,Low
chuckwalkertrio.blogspot.com/,benign,blogspot.com,Low
blog.syracuse.com/parish/index.html,benign,syracuse.com,Low
aerosolesshoes.org/,benign,aerosolesshoes.org,Low
whoabc.com/harrison-ford/,benign,whoabc.com,Low
recipelink.com/msgbrd/board_14/2007/DEC/29094.html,benign,recipelink.com,Low
century21town-country.com/Property/MI/48322/West_Bloomfield/5436_PAUL_LOUIS_LN,benign,century21town-country.com,Low
ideas.repec.org/f/pma235.html,benign,repec.org,Low
igea.net/,benign,igea.net,Low
peopleaz.org/firstname/Fowlkes/6,benign,peopleaz.org,Low
evri.com/person/graeme-dunstan-0x58f76,benign,evri.com,Low
