url,type,domain,tld,owner,e_count,has_A_and_T
marcospecialties.com/storeitems.asp?game=Chicago%20Coin&Chicago%20Coin=RED%20BARON%20(Blue%20Max),benign,marcospecialties.com,com,DATA REDACTED,2,true
hdlns.com/g508zf1457/Kansas+City+Star+Obituaries+Obituaries+from+Kansas+City+Star+Kansas+City%2C+MO,benign,hdlns.com,com,"GoDaddy.com, LLC",0,false
familytreemaker.genealogy.com/users/v/e/r/James-R-Verrier/GENE7-0008.html,benign,genealogy.com,com,Ancestry.com Operations Inc.,2,false
therainmakersmessageboard.yuku.com/,benign,yuku.com,com,DATA REDACTED,0,false
tumblr.com/tagged/sebastien+lefebvre,benign,tumblr.com,com,MarkMonitor Inc.,0,false
ussoccer.com/News/Soccer-Wire/2002/10/U-S-Soccer-Wire-Galaxy-Claims-2002-MLS-Cup-With-1-0-Double-OT-Win-Over-Revs-Will-Go-For-Rare-Double.aspx,benign,ussoccer.com,com,"GoDaddy.com, LLC",1,false
filmannex.com/movie/1984-olympics-fencing-men-saber/21938,benign,filmannex.com,com,"GoDaddy.com, LLC",1,false
allaboutjazz.com/php/musician.php?id=3751,benign,allaboutjazz.com,com,"Amazon Registrar, Inc.",0,true
info-pages.000webhostapp.com,phishing,000webhostapp.com,com,GDPR Masked,1,true
skiracing.com/?q=node/514,benign,skiracing.com,com,"PERFECT PRIVACY, LLC",0,false
myptccash.com,phishing,myptccash.com,com,null,0,true
ertx.com/movie/2008/mad-about-mambo,benign,ertx.com,com,"GoDaddy.com, LLC",1,false
classicbikepictures.co.uk/c319/p2499/for_sale/yamaha%C2%A0yfu1wyfu1-t_for_sale.html,benign,classicbikepictures.co.uk,co.uk,null,2,true
http://thenextweb.com/dd/2011/05/09/squarespace-to-begin-version-6-beta-testing/gtm.js/gtm.js,benign,thenextweb.com,com,Privacy service provided by Withheld for Privacy ehf,3,false
http://ecoledecoiffurecarolinelaprise.com/formations/pose-ongles/108.html,defacement,ecoledecoiffurecarolinelaprise.com,com,null,6,false
mtlasm.blogspot.com/,benign,blogspot.com,com,Google LLC,0,false
http://chinacxyy.com/piccodejs-000.asp?lm2=191&x=3&y=2&w=90&h=63&open=1&n=10&tj=0,malware,chinacxyy.com,com,null,0,false
medicinenet.com/heel_spurs/city.htm,benign,medicinenet.com,com,MarkMonitor Inc.,3,false
music.yahoo.com/nothingface/,benign,yahoo.com,com,MarkMonitor Inc.,0,false
http://9779.info/%E6%8A%98%E7%BA%B8%E6%89%87%E5%AD%90%E6%8B%BC%E8%B4%B4%E7%94%BB/,malware,9779.info,info,null,0,false
espn.go.com/college-football/team/_/id/2306/kansas-state-wildcats,benign,go.com,com,"CSC Corporate Domains, Inc.",0,false
bleacherreport.com/articles/811265-mlb-power-rankings-comparing-every-mlb-team-to-a-classic-80s-rock-band,benign,bleacherreport.com,com,"The Bleacher Report, Inc.",3,true
citiprepaid-salarysea-at.tk,phishing,citiprepaid-salarysea-at.tk,tk,null,2,true
famoushookups.com/site/relationship_detail.php?name=Martin-Brodeur&celebid=12150&relid=11371,benign,famoushookups.com,com,"GoDaddy.com, LLC",0,false
genealogybuff.com/ar/clark/webbbs_config.pl/noframes/read/10,benign,genealogybuff.com,com,REDACTED FOR PRIVACY,2,false
microlabsltd.com/,benign,microlabsltd.com,com,BigRock Solutions Ltd,0,true
tripadvisor.com/ShowUserReviews-g57417-d1013388-r21219909-Mulligan_s-Stratton_Mountain_Vermont.html,benign,tripadvisor.com,com,"CSC Corporate Domains, Inc.",0,true
http://www.smc-images.co.uk/images/index_hvoda_2311_10.html,phishing,smc-images.co.uk,co.uk,null,1,false
flickr.com/people/sleepingelf/,benign,flickr.com,com,"GoDaddy Corporate Domains, LLC",0,false
http://www.nabu-gaildorf.de/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=01&Itemid=33,defacement,nabu-gaildorf.de,de,null,1,false
subscene.com/Taking-Woodstock/subtitles-80048.aspx,benign,subscene.com,com,"NameCheap, Inc.",2,false
http://kccs.nichost.ru/index.php?option=com_content&view=article&id=107:-24052012-213&catid=17:news&Itemid=35,defacement,nichost.ru,ru,JSC 'RU-CENTER',0,false
http://www.nubiafarias.com/v1/index.php?option=com_mailto&tmpl=component&link=b9f337d1ca40d09a113ab5ae6426a96e642fb2af,defacement,nubiafarias.com,com,null,0,false
http://thenextweb.com/insider/2014/10/29/unbabel-integrates-mailchimp-offer-translation-service-promotional-emails/gtm.js/gtm.start,benign,thenextweb.com,com,"NameCheap, Inc.",3,false
tabs.ultimate-guitar.com/a/audioslave/audioslave_album_btab.htm,benign,ultimate-guitar.com,com,"PERFECT PRIVACY, LLC",1,true
sunjournal.com/section/news/5974,benign,sunjournal.com,com,"Network Solutions, LLC",0,false
http://www.elektro-vozila.si/motocikli/novice/volta-bcn-city-je-elektricni-mestni-supermoto-iz-spanije,defacement,elektro-vozila.si,si,O960145,2,true
ethicalsuperstore.com/products/green-and-blacks/organic-hot-chocolate-drink/?_$ja=tsid:6494%7Ccc:%7Cprd:12744%7Ccat:Groceries+%26+Everyday+%3E+Drinks+%3E+Chocolate,benign,ethicalsuperstore.com,com,REDACTED FOR PRIVACY,3,true
lilliputreview.blogspot.com/2011/04/r-h-blyth-on-waka-and-haiku.html,benign,blogspot.com,com,Google LLC,0,false
http://www.musimagen.com/lista_socios.php?pagina=15&letra=,defacement,musimagen.com,com,GDPR Masked,1,false
basketball.wikia.com/wiki/Golden_State_Warriors,benign,wikia.com,com,Tucows Domains Inc.,0,false
ech.cwru.edu/ech-cgi/article.pl?id=PGS,benign,cwru.edu,edu,null,1,false
filmaffinity.com/es/search.php?stype=cast&stext=Elliott+Gould,benign,filmaffinity.com,com,REDACTED FOR PRIVACY,0,true
chicopeemasoniclodge.org/westover.htm,benign,chicopeemasoniclodge.org,org,null,3,false
filmcritic.com/features/2008/10/american-science-fiction-movies/,benign,filmcritic.com,com,"Network Solutions, LLC",0,false
geographic.org/geographic_names/v/ve_014.html,benign,geographic.org,org,Statutory Masking Enabled,1,false
paperbackswap.com/Sadie-Rose-Adventure-Hilda-Stahl/book/0891076352/,benign,paperbackswap.com,com,REDACTED FOR PRIVACY,1,false
baseball-almanac.com/players/player.php?p=hengeda01,benign,baseball-almanac.com,com,"Network Solutions, LLC",1,false
biographi.ca/EN/ShowBio.asp?BioId=41243,benign,biographi.ca,ca,Library and Archives of Canada,0,false
deborahfrances-white.com/stand-up.html,benign,deborahfrances-white.com,com,REDACTED FOR PRIVACY,3,true
spcmoray.com/,benign,spcmoray.com,com,"Sav.com, LLC - 18",0,false
http://sexshop-bg.biz/products?page=shop.browse&category_id=276,defacement,sexshop-bg.biz,biz,null,1,false
edu.gov.on.ca/eng/sift/indexSec.asp,benign,gov.on.ca,on.ca,"His Majesty the King in right of Ontario, Treasury Board Secretariat",0,false
benoitglazer.com/,benign,benoitglazer.com,com,"Wild West Domains, LLC",2,true
judgepedia.org/index.php/Alan_Gold,benign,judgepedia.org,org,"Domains By Proxy, LLC",2,false
http://mueblesjulianjimenez.es/index.php?page=shop.browse&category_id=14&option=com_virtuemart&Itemid=9,defacement,mueblesjulianjimenez.es,es,null,5,false
sbnation.com/ncaa-football/players/36729/brandon-smith,benign,sbnation.com,com,Identity Protection Service,0,true
isearch.com/searching.php?qloc=&showForm=name&qname=Robin+Kelly&refer=3338,benign,isearch.com,com,"CSC Corporate Domains, Inc.",1,false
http://fischereiverein.org/bildergalerie/category/45-faenge-oktober-2010,defacement,fischereiverein.org,org,Bezirksfischereiverein Mühldorf - Altötting e. V.,4,false
ratemyteachers.com/amelia-high-school/15131-s,benign,ratemyteachers.com,com,"GoDaddy.com, LLC",3,true
http://www.expatsalon.ru/index.php/2009-03-04-07-22-09/category/7-.html?start=20,defacement,expatsalon.ru,ru,"OOO ""ExPat""",1,true
http://apoiojur.com.br/index.php?%2FTable%2FAdministrativo%2F,defacement,apoiojur.com.br,com.br,Sensu Publica  es Juridicas Ltda,0,false
http://www.steffen-lemme.de/contact/berliner-buero/besuch-in-berlin,defacement,steffen-lemme.de,de,null,5,false
http://djsipke.nl/foto-album/1-cafedeknyp/detail/74-104.html?tmpl=component,defacement,djsipke.nl,nl,WebReus,1,false
carfloormatsforsale.com/door-sill/,benign,carfloormatsforsale.com,com,null,1,true
http://www.harley-davidson-dijon.com/component/adsmanager/1-/737-,defacement,harley-davidson-dijon.com,com,REDACTED FOR PRIVACY,1,false
facebook.com/pages/Liberman-Broadcasting/106123536086051?sk=info,benign,facebook.com,com,"Meta Platforms, Inc.",1,false
thefreelibrary.com/No+Catholic+schools+in+Quebec.-a030534573,benign,thefreelibrary.com,com,DATA REDACTED,3,true
cngzhz.en.ec21.com/,benign,ec21.com,com,"Gabia, Inc.",1,false
atlasshrugs2000.typepad.com/atlas_shrugs/2007/08/your-black-musl.html,benign,typepad.com,com,"Domain.com, LLC",1,true
rotoworld.com/player/nhl/1413/player?r=1,benign,rotoworld.com,com,"NBCUniversal Media, LLC",0,false
facebook.com/topic.php?uid=34012632110&topic=5794,benign,facebook.com,com,"Meta Platforms, Inc.",1,false
tomdegan.blogspot.com/,benign,blogspot.com,com,MarkMonitor Inc.,0,false
http://www.smartphone.net.br/index.php?option=com_content&view=article&id=66&Itemid=60&lang=pt,defacement,smartphone.net.br,net.br,Rog rio Ferreira Zero,2,true
http://www.annamodlo.com.ua/index.html,defacement,annamodlo.com.ua,com.ua,null,0,false
http://codecanyon.net/item/hide-my-joomla-hide-your-source-links/full_screen_preview/8988449,benign,codecanyon.net,net,"Shutterstock, Inc.",2,true
cswisdom.com/,benign,cswisdom.com,com,"GoDaddy.com, LLC",0,false
http://www.aquamarinadivingtenerife.com/en/sites-of-interest.html,defacement,aquamarinadivingtenerife.com,com,REDACTED FOR PRIVACY,3,true
http://www.lafavoritacb.com/index.php?option=com_content&view=article&id=107:horarioinvierno&catid=43:articulos&Itemid=77,defacement,lafavoritacb.com,com,REDACTED FOR PRIVACY,0,true
ibabuzz.com/outtakes/category/night-owl/crown-city-rockers/,benign,ibabuzz.com,com,"CSC Corporate Domains, Inc.",0,false
youtube.com/watch?v=ueziUAQR9LU,benign,youtube.com,com,MarkMonitor Inc.,1,false
en.wikipedia.org/wiki/Simonne_Monet-Chartrand,benign,wikipedia.org,org,"Wikimedia Foundation, Inc.",1,false
http://www.sidecocarrelli.it/x.txt,defacement,sidecocarrelli.it,it,null,2,true
http://www.metalsul.ind.br/site/index.php?option=com_morfeoshow&Itemid=,defacement,metalsul.ind.br,ind.br,Flaje Ferramentaria Ltda - Me,1,true
martindale.com/Brett-Donald-McIntosh/834737-lawyer.htm,benign,martindale.com,com,"Register.com - Network Solutions, LLC",1,true
frillr.com/?q=taxonomy/term/1733,benign,frillr.com,com,"GoDaddy.com, LLC",0,false
bankingblog.celent.com/?p=2493,benign,celent.com,com,REDACTED FOR PRIVACY,2,false
en.wikipedia.org/wiki/Category:American_religious_leaders,benign,wikipedia.org,org,"Wikimedia Foundation, Inc.",1,false
narrativemagazine.com/authors/saul-bellow,benign,narrativemagazine.com,com,PrivacyGuardian.org llc,2,true
benmeadowcroft.com/reports/corbato/,benign,benmeadowcroft.com,com,"Amazon Registrar, Inc.",2,true
spokeo.com/Mike+Burrows,benign,spokeo.com,com,REDACTED FOR PRIVACY,1,false
http://otomoto.pl/ciezarowe/EW4Hou_aN610rPsocimkJ_IuLBofatBy4b0MLqoh7Lf.B7/JOcK7gzdoyrcIT2176iLzhCz8UoPOGcT6Y1ax8FNTPf.l7,benign,otomoto.pl,pl,Corporation Service Company,0,false
youtube.com/watch?v=FXWq7qMYB2s,benign,youtube.com,com,MarkMonitor Inc.,1,false
cifstate.org/,benign,cifstate.org,org,"Domains By Proxy, LLC",1,true
nchsband.com/,benign,nchsband.com,com,"Network Solutions, LLC",0,false
tvguide.com/celebrities/peter-keleghan/169984,benign,tvguide.com,com,Tucows Domains Inc.,1,false
arstechnica.com/apple/news/2011/07/how-charlie-miller-discovered-the-apple-battery-hackhow-a-security-researcher-discovered-the-apple-battery-hack.ars,benign,arstechnica.com,com,"CSC Corporate Domains, Inc.",1,true
blog.metmuseum.org/penandparchment/tag/hours-of-jeanne-devreux/,benign,metmuseum.org,org,The Metropolitan Museum of Art,2,false
divacafe.net/,benign,divacafe.net,net,null,2,true
archive.org/stream/lifeofmaryqueeno00headuoft/lifeofmaryqueeno00headuoft_djvu.txt,benign,archive.org,org,Internet Archive,1,false
http://buzzfil.net/article/5646/animaux/on-dirait-une-attaque-mais-la-realite-en-est-tout-autre-3.html?href=inner_website,benign,buzzfil.net,net,REDACTED FOR PRIVACY,1,false
http://portal.dddgaming.com/docs/rules/15022/cn/game_cn.html?amluMjAxNQ%3D%3D,malware,dddgaming.com,com,"GoDaddy.com, LLC",0,false
manta.com/c/mmq1m7y/coldwell-banker-heart-america,benign,manta.com,com,"Amazon Registrar, Inc.",0,true
superpages.com/bp/Milford-OH/Cliff-Riley-Insurance-L0125750056.htm,benign,superpages.com,com,"CSC Corporate Domains, Inc.",2,false
ideas.repec.org/e/ppe73.html,benign,repec.org,org,REDACTED,2,false
http://www.school91.kiev.ua/index.php?option=com_content&view=category&layout=blog&id=38&Itemid=57,defacement,school91.kiev.ua,kiev.ua,null,1,false
flickr.com/photos/cornforthimages/5812399737/,benign,flickr.com,com,"GoDaddy Corporate Domains, LLC",0,false
http://djkatrina.ru/sobytiya/meropriyatiya/klub-prime-otkryvaetsya-posle-remonta-i-razdaet-podarki.html,defacement,djkatrina.ru,ru,R01-RU,0,true
national.citysearch.com/profile/45753728/vacaville_ca/fentons_creamery.html,benign,citysearch.com,com,"CSC Corporate Domains, Inc.",1,true
http://yourlust.com/videos/tight-euro-teen-anna-gets-properly-fucked-on-the-floor.html,benign,yourlust.com,com,Whois Privacy (enumDNS dba),0,false
nytimes.com/pages/books/index.html,benign,nytimes.com,com,MarkMonitor Inc.,1,false
legendsofhockey.net/LegendsOfHockey/jsp/SearchPlayer.jsp?player=10372,benign,legendsofhockey.net,net,DATA REDACTED,4,false
http://szgs.ru/information-for-you/interesting-articles/13-2008-08-04-06-37-10.html,defacement,szgs.ru,ru,RU-CENTER-RU,0,false
http://www.sandroecicero.com.br/index.php?option=com_content&view=article&id=1&Itemid=3&vsig1_0=18,defacement,sandroecicero.com.br,com.br,Sandro & C cero,2,false
homegain.com/local_real_estate/ND/argusville.html,benign,homegain.com,com,"GoDaddy.com, LLC",1,false
http://9779.info/%E7%AE%80%E5%8D%95%E6%8A%98%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,9779.info,info,null,0,false
http://noticias.uol.com.br/album/bbc/2015/04/01/obras-de-anel-rodoviario-de-r-68-bilhoes-afetam-rios-e-nascentes-em-sp.htm,benign,uol.com.br,com.br,Universo Online S.A.,0,false
theglobeandmail.com/news/opinions/editorials/in-the-commons-the-kids-are-alright/article2011610/,benign,theglobeandmail.com,com,The Globe and Mail Limited,2,true
bw.edu/athletics/fb/staff/grabowski/,benign,bw.edu,edu,null,1,false
appieid-enable.com,phishing,appieid-enable.com,com,null,3,false
fadsplymouth.com/,benign,fadsplymouth.com,com,"GoDaddy.com, LLC",0,true
locatetv.com/tv/ellen-degeneres-show/1964142/episode-guide,benign,locatetv.com,com,MarkMonitor Inc.,1,true
imdb.com/name/nm0769371/,benign,imdb.com,com,MarkMonitor Inc.,0,false
scotborders-folk.org.uk/labels.htm,benign,scotborders-folk.org.uk,org.uk,Team Blue Internet Services UK Limited [Tag = NAMESCO],1,false
visa.ca/gvav/list2005.jsp?year=2005&curMonth=12,benign,visa.ca,ca,Visa Canada Corporation,0,false
autopostoajax.com.br,phishing,autopostoajax.com.br,com.br,null,0,true
en.wikipedia.org/wiki/Party_of_One_(Peter_Elkas_album),benign,wikipedia.org,org,"Wikimedia Foundation, Inc.",1,false
http://kienthuc.net.vn/diem-thi/diem-chuan-dai-hoc-bach-khoa-ha-noi-nam-2014-487293.html,benign,kienthuc.net.vn,net.vn,null,2,false
http://pikabu.ru/tag/%D0%BC%D0%B8%D0%BD%D0%B8%D0%BC%D0%B0%D0%BB%D0%B8%D0%B7%D0%BC/hot,benign,pikabu.ru,ru,"Limited liability company ""Pikabu""",0,false
http://www.ekino-neureut.de/index.php?option=com_content&view=article&id=15&Itemid=15,defacement,ekino-neureut.de,de,null,4,false
http://www.rockabilly.it/gruppi/52-four-stars.html,defacement,rockabilly.it,it,Rockabilly di Residori Luca,0,true
http://www.rathgaelgym.org/squads/mag.1,defacement,rathgaelgym.org,org,GDPR Masked,1,true
absoluteastronomy.com/topics/Legion_of_Merit,benign,absoluteastronomy.com,com,"Domain.com, LLC",1,true
thaiairways.com/,benign,thaiairways.com,com,"Amazon Registrar, Inc.",0,true
famouspeople.com/famous_biographies/Lizzie_Stanton.htm,benign,famouspeople.com,com,"GoDaddy.com, LLC",2,false
triclopsband.com/,benign,triclopsband.com,com,"Sav.com, LLC - 18",0,true
mp3raid.com/music/lo_key.html,benign,mp3raid.com,com,"GoDaddy.com, LLC",0,false
amtrakcalifornia.com/index.cfm/routes/san-joaquin/,benign,amtrakcalifornia.com,com,"DreamHost, LLC",0,true
4martinique.com/,benign,4martinique.com,com,null,1,true
http://apoiojur.com.br/index.php?%2FNoticias%2Fnoticias.html,defacement,apoiojur.com.br,com.br,Sensu Publica  es Juridicas Ltda,0,false
http://extratorrent.cc/torrent/4189694/Linux+User+%26+Developer+-+50+Critical+Fixes+%28Issue+152%2C+2015%29.html,benign,extratorrent.cc,cc,Tucows Domains Inc.,2,true
http://www.graz4u.at/de/produkte/187-high-level-e-mail-security.html,defacement,graz4u.at,at,graz4u.at,0,true
dwaynemeisner.com/,benign,dwaynemeisner.com,com,"NameCheap, Inc.",3,false
linkedin.com/pub/john-barkley/7/764/916,benign,linkedin.com,com,MarkMonitor Inc.,1,false
flyershistory.com/cgi-bin/b-player.cgi?Bernie_Parent,benign,flyershistory.com,com,Tucows Domains Inc.,1,false
http://www.richpictures.co.uk/home/viewpost/232,defacement,richpictures.co.uk,co.uk,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],1,false
topix.com/ca/montreal-qc-montreal-nord,benign,topix.com,com,"Network Solutions, LLC",0,false
http://9779.info/%E5%B9%BC%E5%84%BF%E7%B2%BD%E5%8F%B6%E8%B4%B4%E7%94%BB/,malware,9779.info,info,null,0,false
trssllc.com/,benign,trssllc.com,com,"GoDaddy.com, LLC",0,false
allgame.com/game.php?id=39396,benign,allgame.com,com,"Domain Protection Services, Inc.",1,false
renerichardcollections.com/media.html,benign,renerichardcollections.com,com,"DreamHost, LLC",3,true
securityfirstinternationalholdings.com/,benign,securityfirstinternationalholdings.com,com,null,2,true
factbites.com/topics/Leyte,benign,factbites.com,com,"Network Solutions, LLC",1,true
car-stuff.com/pontiacgrandprixparts.htm,benign,car-stuff.com,com,null,0,true
usa-people-search.com/Find-Steven-Schwartz-CO.aspx,benign,usa-people-search.com,com,null,3,false
muhanovabeauty.ru,phishing,muhanovabeauty.ru,ru,null,1,true
http://www.simmeurope.com/index.php?view=article&id=23:budget-economique-exploratoire-pour-lannee-2012&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=48,defacement,simmeurope.com,com,null,2,false
en.wordpress.com/tag/j-pop/,benign,wordpress.com,com,MarkMonitor Inc.,1,false
pinoyexchange.com/forums/archive/index.php/t-194687.html,benign,pinoyexchange.com,com,"Network Solutions, LLC",2,false
classicflix.com/buster-keaton-shorts-collection-bluray-1920-1923-p-11169.html,benign,classicflix.com,com,"Network Solutions, LLC",0,false
http://spplodz.nazwa.pl/archiwum/2006_08b.php,defacement,nazwa.pl,pl,nazwa.pl sp. z o.o.,0,false
vodacom.co.za/,benign,vodacom.co.za,co.za,IPTWINS,0,false
http://www.bertilohlsson.com/de/component/user/login?return=aHR0cDovL3d3dy5iZXJ0aWxvaGxzc29uLmNvbS9iaWxkZXJnYWxlcmllL2tsYXNzaXNjaGUtZG9zZW4vcnVuZGUtZm9ybT9sYW5nPWRl,defacement,bertilohlsson.com,com,"HOSTINGER operations, UAB",1,false
uwsuper.edu/alumni/halloffame/individuals.cfm,benign,uwsuper.edu,edu,null,2,false
http://www.besztercekk.hu/index.php?option=com_lr&view=stadium&id=1&Itemid=162,defacement,besztercekk.hu,hu,null,3,false
suite.tekora.com/i/philippecoupjambet,benign,tekora.com,com,Name Operator LLC,1,true
medicine.mcgill.ca/radiology/home_teachinghospitals.htm,benign,mcgill.ca,ca,Spiro Mitsialis,0,false
http://gizmodo.com/one-year-after-the-first-snowden-leak-whats-really-cha-1586213046/all,benign,gizmodo.com,com,REDACTED FOR PRIVACY,0,false
jbmfilms.com/,benign,jbmfilms.com,com,"GoDaddy.com, LLC",0,false
http://www.manganellipalace.it/de/willkommen-bei.html,defacement,manganellipalace.it,it,manganelli palace - progetto turismo Srl,2,true
en.wikipedia.org/wiki/Southeast_High_School_(Kansas_City%2C_Missouri),benign,wikipedia.org,org,"Wikimedia Foundation, Inc.",1,false
infopig.com/news/12-08-2009.html,benign,infopig.com,com,"Network Solutions, LLC",0,false
http://uproxx.com/dimemag/2015/05/lebron-instagram-like-wants-to-leave-school-to-be-model-she-shouldnt/,benign,uproxx.com,com,"GoDaddy.com, LLC",0,false
linkedin.com/pub/tim-stepanski/18/319/149,benign,linkedin.com,com,MarkMonitor Inc.,1,false
deafresources.info/,benign,deafresources.info,info,null,3,false
http://web.tv/liveCategory/17/language/1/index/changeLanguage/newshared/searchAutoComplete,benign,web.tv,tv,"Registry Services, LLC",1,false
juggle.com/gary-pettis,benign,juggle.com,com,"GoDaddy.com, LLC",1,false
weather.noaa.gov/weather/TX_cc_us.html,benign,noaa.gov,gov,REDACTED FOR PRIVACY,0,false
http://www.sikobv.eu/nl/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5zaWtvYnYuZXUvbmwvY29tcG9uZW50L2NvbnRlbnQvYXJ0aWNsZS8yLXZvb3JwYWdpbmEtdGFiLzI0MC1kZWxvLW5ldy1jYXJ0cmlkZ2Utc3lzdGVtLmh0bWw=,defacement,sikobv.eu,eu,Hostnet bv,1,false
http://midas-medical.com/products/electrocardiographecg/cardio-max-series/cardio-max-cm-03c/index.html,defacement,midas-medical.com,com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",1,false
rcarpe95.beget.tech,phishing,beget.tech,tech,Beget LLC,3,false
answers.com/topic/the-northern-pikes,benign,answers.com,com,"Whois Privacy Protection Service, Inc.",1,false
http://www.kommunalbit.de/index.php?option=com_content&view=section&id=5&Itemid=14,defacement,kommunalbit.de,de,null,1,true
http://www.galerie-unterm-maulbeerbaum.de/index.php?option=com_content&view=article&id=58&Itemid=57,defacement,galerie-unterm-maulbeerbaum.de,de,null,6,true
http://fb.com.accounts.login.userid.343441.fbsbk.com/,phishing,fbsbk.com,com,null,0,false
uk.ask.com/wiki/Lou_Holtz,benign,ask.com,com,MarkMonitor Inc.,0,false
adsoftheworld.com/profile/profile_country/Egypt?page=4,benign,adsoftheworld.com,com,REDACTED FOR PRIVACY,1,true
lifeskate.com/skate/2009/01/jessica-dub%C3%A9-and-bryce-davison-win-pairs-event-at-2009-canadian-figure-skating-championships.html,benign,lifeskate.com,com,"Amazon Registrar, Inc.",2,true
flixster.com/actor/tyrone-benskin,benign,flixster.com,com,MarkMonitor Inc.,1,false
basil-poledouris.thelyricarchive.com/lonesome-dove/,benign,thelyricarchive.com,com,Private Person,2,true
monettecn.multiply.com/contacts,benign,multiply.com,com,"Whois Privacy Protection Service, Inc.",0,false
collegehockeynews.com/news/2010/03/13_quinnipiac.php,benign,collegehockeynews.com,com,"GoDaddy.com, LLC",4,false
summitconnects.com/In_the_News/ARCHIVE/2005_06.htm,benign,summitconnects.com,com,"Network Solutions, LLC",1,false
http://yourlust.com/videos/frantic-european-blondie-rocks-the-show-with-masturbation-solo.html,benign,yourlust.com,com,Whois Privacy (enumDNS dba),0,false
dailymotion.com/video/x3ytl9_wcw-superbrawl-1998-part-1_sport,benign,dailymotion.com,com,DAILYMOTION,0,true
imdb.com/name/nm0056924/,benign,imdb.com,com,MarkMonitor Inc.,0,false
wn.com/De_La_Rue,benign,wn.com,com,"NameCheap, Inc.",0,false
ehow.com/list_7588256_solar-panel-manufacturing-companies.html,benign,ehow.com,com,TechnologyAdvice,1,false
http://www.smos.cn/Case.asp?id=14,defacement,smos.cn,cn,成都思默思科技有限责任公司,0,false
prnewswire.com/news-releases/reportlinker-adds-the-top-10-confectionery-companies-84485407.html,benign,prnewswire.com,com,"CSC Corporate Domains, Inc.",2,false
sanfranciscobay.sierraclub.org/,benign,sierraclub.org,org,"Domains By Proxy, LLC",1,false
http://www.nissad.com/nissad-contact.html,defacement,nissad.com,com,GDPR Masked,0,false
myspace.com/amyryan07,benign,myspace.com,com,"GoDaddy.com, LLC",1,false
http://www.whitminsterinn.co.uk/specialevents/calendar-day/03/01/2013,defacement,whitminsterinn.co.uk,co.uk,Team Blue Internet Services UK Limited [Tag = LCN],1,false
placesforafrica.com/exdeo/directions.php,benign,placesforafrica.com,com,"GoDaddy.com, LLC",1,false
hmckc.maestroweb.com/,benign,maestroweb.com,com,"Network Solutions, LLC",2,true
titaniumcorporate.co.za,phishing,titaniumcorporate.co.za,co.za,xneelo (Pty) Ltd,1,true
poemhunter.com/poem/the-ten-lepers/,benign,poemhunter.com,com,Privacy service provided by Withheld for Privacy ehf,2,false
fanpop.com/spots/jun-matsumoto/images,benign,fanpop.com,com,"Network Solutions, LLC",0,false
facecouncil.org/,benign,facecouncil.org,org,REDACTED,1,false
factmonster.com/ce6/people/A0809182.html,benign,factmonster.com,com,"CSC Corporate Domains, Inc.",1,true
mylife.com/c-2123302385,benign,mylife.com,com,"Network Solutions, LLC",1,false
barnesandnoble.com/w/hero-living-rudy-reyes/1100173214,benign,barnesandnoble.com,com,"CSC Corporate Domains, Inc.",2,false
facebook.com/pages/Sergio-Vitanza-Belgrave/179652016207,benign,facebook.com,com,"Meta Platforms, Inc.",1,false
jigsaw.com/scid5327852/peter_m_blaikie.xhtml,benign,jigsaw.com,com,MarkMonitor Inc.,0,false
http://rt.com/in-vision/oles-buzina-last-respects/assassinated-oles-journalist-buzina/,benign,rt.com,com,ANO TV-Novosti,0,false
http://grasslandhotel.com.vn/index.php/component/djcatalog2/items/6-services,malware,grasslandhotel.com.vn,com.vn,null,1,true
http://torcache.net/torrent/2463A34D382BCD98F471FB5A7F028D2B49EBE011.torrent?title=[kickass.to]vmware.workstation.9.0.2.build.1031769.final.serial,benign,torcache.net,net,Jewella Privacy LLC Privacy ID# 1183090,2,true
ihavenet.com/nfl-2008-new-york-giants-aim-to-repeat-as-NFL-champions.html,benign,ihavenet.com,com,"GoDaddy.com, LLC",2,true
ca.linkedin.com/pub/daniel-belanger/15/b37/b62,benign,linkedin.com,com,MarkMonitor Inc.,1,false
2merkato.com/20110920355/afdb-to-co-finance-ethiopian-power-line-to-kenya,benign,2merkato.com,com,"NameCheap, Inc.",1,true
http://totallifechurchjax.com/index.php?option=com_content&view=article&id=182:may-29-teamwork-episode-07&catid=66:teamwork,defacement,totallifechurchjax.com,com,null,1,true
jdcarr.com/forsale.htm,benign,jdcarr.com,com,"NameCheap, Inc.",0,false
lyrics.com/cant-hold-us-down-lyrics-christina-aguilera.html,benign,lyrics.com,com,"GoDaddy.com, LLC",0,false
croonet.com/start/G_NDg4MDQwMQ%3D%3D/,benign,croonet.com,com,null,1,false
http://www.dolcevino.it/index.php?option=com_contact&view=contact&id=3&Itemid=111,defacement,dolcevino.it,it,NVA Online Advertising BV,1,false
http://9779.info/%E4%BA%94%E8%B0%B7%E6%9D%82%E7%B2%AE%E4%BA%BA%E7%89%A9%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,9779.info,info,null,0,false
